model,qid,question,ground_truth,method,answer,input_tokens,output_tokens,total_tokens,llm_calls,docs_retrieved,routed_to,f1,exact_match,cost_usd,efficiency,lambda_cost
gpt4o_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_base,Lady Charlotte Elliot,380,3,383,1,5,retrieve,0.4,0,5.9e-05,0.06722,
gpt4o_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_noise,Lady Charlotte Elliot,301,3,304,1,4,retrieve,0.4,0,4.7e-05,0.06993,
gpt4o_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_full,Lord Alfred Tennyson.,46,6,52,1,0,think,0.0,0,1e-05,0.0,1.0
gpt54_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_base,Lady Charlotte Elliot,379,6,385,1,5,retrieve,0.4,0,6e-05,0.06716,
gpt54_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_noise,Lady Charlotte Elliot,300,6,306,1,4,retrieve,0.4,0,4.9e-05,0.06985,
gpt54_mini,5ae1925a554299492dc91b48,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,cart_full,Lord Alfred Tennyson,45,8,53,1,0,think,0.0,0,1.2e-05,0.0,1.0
gpt4o_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_base,World War II,692,3,695,1,5,retrieve,1.0,1,0.000106,0.15278,
gpt4o_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_noise,World War II,1043,3,1046,1,7,retrieve,1.0,1,0.000158,0.14381,
gpt4o_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_full,World War II,64,3,67,1,0,think,1.0,1,1.1e-05,0.23699,1.0
gpt54_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_base,World War II,691,6,697,1,5,retrieve,1.0,1,0.000107,0.15271,
gpt54_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_noise,World War II,1042,6,1048,1,7,retrieve,1.0,1,0.00016,0.14377,
gpt54_mini,5ae1443855429920d5234362,Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,cart_full,World War II,63,6,69,1,0,think,1.0,1,1.3e-05,0.23538,1.0
gpt4o_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_base,Oklahoma State University,148,4,152,1,1,retrieve,1.0,1,2.5e-05,0.19879,
gpt4o_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_noise,Oklahoma State University,493,4,497,1,3,retrieve,1.0,1,7.6e-05,0.16102,
gpt4o_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_full,Oklahoma State University,39,4,43,1,0,think,1.0,1,8e-06,0.26426,1.0
gpt54_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_base,Oklahoma State University,147,7,154,1,1,retrieve,1.0,1,2.6e-05,0.19828,
gpt54_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_noise,Oklahoma State University,492,7,499,1,3,retrieve,1.0,1,7.8e-05,0.16091,
gpt54_mini,5ac54c435542993e66e822d1,Where did Cale Gundy's brother play football in college?,Oklahoma State University,cart_full,Oklahoma State,38,6,44,1,0,think,0.8,0,9e-06,0.21016,1.0
gpt4o_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_base,Nick Carter,512,2,514,1,3,retrieve,0.0,0,7.8e-05,0.0,
gpt4o_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_noise,Nick Carter,726,2,728,1,5,retrieve,0.0,0,0.00011,0.0,
gpt4o_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_full,Nick Carter.,40,3,43,1,0,think,0.0,0,8e-06,0.0,1.0
gpt54_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_base,Nick Carter,511,5,516,1,3,retrieve,0.0,0,8e-05,0.0,
gpt54_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_noise,Nick Carter,725,5,730,1,5,retrieve,0.0,0,0.000112,0.0,
gpt54_mini,5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,cart_full,Brady Seals,39,7,46,1,0,think,1.0,1,1e-05,0.25973,1.0
gpt4o_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_base,Nusretiye Mosque,1076,5,1081,1,9,retrieve,1.0,1,0.000164,0.14313,
gpt4o_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_noise,Nusretiye Mosque,1076,5,1081,1,9,retrieve,1.0,1,0.000164,0.14313,
gpt4o_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_full,Nusretiye Mosque,53,5,58,1,0,think,1.0,1,1.1e-05,0.24525,1.0
gpt54_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_base,Nusretiye Mosque,1075,8,1083,1,9,retrieve,1.0,1,0.000166,0.14309,
gpt54_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_noise,Nusretiye Mosque,1075,8,1083,1,9,retrieve,1.0,1,0.000166,0.14309,
gpt54_mini,5a7153d05542994082a3e7dc,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,cart_full,Nusretiye Mosque,52,8,60,1,0,think,1.0,1,1.3e-05,0.24326,1.0
gpt4o_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_base,Georgetown University,1496,3,1499,1,9,retrieve,1.0,1,0.000226,0.13674,
gpt4o_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_noise,Georgetown University,1150,3,1153,1,7,retrieve,1.0,1,0.000174,0.14182,
gpt4o_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_full,University of Oklahoma.,53,4,57,1,0,think,0.4,0,1e-05,0.09851,1.0
gpt54_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_base,Georgetown University,1495,6,1501,1,9,retrieve,1.0,1,0.000228,0.13671,
gpt54_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_noise,Georgetown University,1149,6,1155,1,7,retrieve,1.0,1,0.000176,0.14179,
gpt54_mini,5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,cart_full,San Diego State University,52,13,65,1,0,think,0.3333,0,1.6e-05,0.07956,1.0
gpt4o_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_base,Turkey,253,1,254,1,2,retrieve,1.0,1,3.9e-05,0.18046,
gpt4o_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_noise,Turkey,429,1,430,1,4,retrieve,1.0,1,6.5e-05,0.16485,
gpt4o_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_full,Turkey,43,1,44,1,0,think,1.0,1,7e-06,0.2627,1.0
gpt54_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_base,Turkey,252,4,256,1,2,retrieve,1.0,1,4e-05,0.18021,
gpt54_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_noise,Turkey,428,4,432,1,4,retrieve,1.0,1,6.7e-05,0.16472,
gpt54_mini,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,cart_full,Turkey,42,4,46,1,0,think,1.0,1,9e-06,0.25973,1.0
gpt4o_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_base,William McKinley,525,4,529,1,4,retrieve,1.0,1,8.1e-05,0.15942,
gpt4o_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_noise,William McKinley,851,4,855,1,6,retrieve,1.0,1,0.00013,0.1481,
gpt4o_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_full,William McKinley,59,4,63,1,0,think,1.0,1,1.1e-05,0.24045,1.0
gpt54_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_base,William McKinley,524,7,531,1,4,retrieve,1.0,1,8.3e-05,0.15932,
gpt54_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_noise,William McKinley,850,7,857,1,6,retrieve,1.0,1,0.000132,0.14805,
gpt54_mini,5a7ce0ce554299452d57ba92,"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,cart_full,William McKinley,58,7,65,1,0,think,1.0,1,1.3e-05,0.23868,1.0
